Code du département,Libellé du département,Code de la circonscription,Libellé de la circonscription,Code de la commune,Libellé de la commune,Code du b.vote,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneau,Sexe,Nom,Prénom,Voix,% Voix/Ins,% Voix/Exp,,,,,,,
69,Rhône,01,1ère circonscription,123,Lyon,0211,961,238,"24,77",723,"75,23",41,"4,27","5,67",12,"1,25","1,66",670,"69,72","92,67",1,M,MACRON,Emmanuel,506,"52,65","75,52",2,F,LE PEN,Marine,164,"17,07","24,48"
69,Rhône,01,1ère circonscription,123,Lyon,0212,861,179,"20,79",682,"79,21",48,"5,57","7,04",10,"1,16","1,47",624,"72,47","91,5",1,M,MACRON,Emmanuel,493,"57,26","79,01",2,F,LE PEN,Marine,131,"15,21","20,99"
69,Rhône,01,1ère circonscription,123,Lyon,0213,752,183,"24,34",569,"75,66",33,"4,39","5,8",12,"1,6","2,11",524,"69,68","92,09",1,M,MACRON,Emmanuel,384,"51,06","73,28",2,F,LE PEN,Marine,140,"18,62","26,72"
69,Rhône,01,1ère circonscription,123,Lyon,0214,1203,277,"23,03",926,"76,97",44,"3,66","4,75",15,"1,25","1,62",867,"72,07","93,63",1,M,MACRON,Emmanuel,555,"46,13","64,01",2,F,LE PEN,Marine,312,"25,94","35,99"
69,Rhône,01,1ère circonscription,123,Lyon,0219,1131,285,"25,2",846,"74,8",41,"3,63","4,85",14,"1,24","1,65",791,"69,94","93,5",1,M,MACRON,Emmanuel,602,"53,23","76,11",2,F,LE PEN,Marine,189,"16,71","23,89"
69,Rhône,01,1ère circonscription,123,Lyon,0220,959,177,"18,46",782,"81,54",40,"4,17","5,12",13,"1,36","1,66",729,"76,02","93,22",1,M,MACRON,Emmanuel,594,"61,94","81,48",2,F,LE PEN,Marine,135,"14,08","18,52"
69,Rhône,01,1ère circonscription,123,Lyon,0501,931,201,"21,59",730,"78,41",44,"4,73","6,03",9,"0,97","1,23",677,"72,72","92,74",1,M,MACRON,Emmanuel,538,"57,79","79,47",2,F,LE PEN,Marine,139,"14,93","20,53"
69,Rhône,01,1ère circonscription,123,Lyon,0502,958,344,"35,91",614,"64,09",33,"3,44","5,37",15,"1,57","2,44",566,"59,08","92,18",1,M,MACRON,Emmanuel,427,"44,57","75,44",2,F,LE PEN,Marine,139,"14,51","24,56"
69,Rhône,01,1ère circonscription,123,Lyon,0503,959,244,"25,44",715,"74,56",34,"3,55","4,76",13,"1,36","1,82",668,"69,66","93,43",1,M,MACRON,Emmanuel,493,"51,41","73,8",2,F,LE PEN,Marine,175,"18,25","26,2"
69,Rhône,01,1ère circonscription,123,Lyon,0504,907,217,"23,93",690,"76,07",31,"3,42","4,49",3,"0,33","0,43",656,"72,33","95,07",1,M,MACRON,Emmanuel,513,"56,56","78,2",2,F,LE PEN,Marine,143,"15,77","21,8"
69,Rhône,01,1ère circonscription,123,Lyon,0505,944,162,"17,16",782,"82,84",41,"4,34","5,24",7,"0,74","0,9",734,"77,75","93,86",1,M,MACRON,Emmanuel,601,"63,67","81,88",2,F,LE PEN,Marine,133,"14,09","18,12"
69,Rhône,01,1ère circonscription,123,Lyon,0506,813,160,"19,68",653,"80,32",41,"5,04","6,28",12,"1,48","1,84",600,"73,8","91,88",1,M,MACRON,Emmanuel,482,"59,29","80,33",2,F,LE PEN,Marine,118,"14,51","19,67"
69,Rhône,01,1ère circonscription,123,Lyon,0507,1075,191,"17,77",884,"82,23",37,"3,44","4,19",11,"1,02","1,24",836,"77,77","94,57",1,M,MACRON,Emmanuel,649,"60,37","77,63",2,F,LE PEN,Marine,187,"17,4","22,37"
69,Rhône,01,1ère circonscription,123,Lyon,0508,1037,283,"27,29",754,"72,71",47,"4,53","6,23",10,"0,96","1,33",697,"67,21","92,44",1,M,MACRON,Emmanuel,520,"50,14","74,61",2,F,LE PEN,Marine,177,"17,07","25,39"
69,Rhône,01,1ère circonscription,123,Lyon,0509,1033,282,"27,3",751,"72,7",47,"4,55","6,26",10,"0,97","1,33",694,"67,18","92,41",1,M,MACRON,Emmanuel,495,"47,92","71,33",2,F,LE PEN,Marine,199,"19,26","28,67"
69,Rhône,01,1ère circonscription,123,Lyon,0510,1024,273,"26,66",751,"73,34",35,"3,42","4,66",15,"1,46",2,701,"68,46","93,34",1,M,MACRON,Emmanuel,538,"52,54","76,75",2,F,LE PEN,Marine,163,"15,92","23,25"
69,Rhône,01,1ère circonscription,123,Lyon,0511,1074,245,"22,81",829,"77,19",34,"3,17","4,1",22,"2,05","2,65",773,"71,97","93,24",1,M,MACRON,Emmanuel,569,"52,98","73,61",2,F,LE PEN,Marine,204,"18,99","26,39"
69,Rhône,01,1ère circonscription,123,Lyon,0512,1073,249,"23,21",824,"76,79",60,"5,59","7,28",15,"1,4","1,82",749,"69,8","90,9",1,M,MACRON,Emmanuel,551,"51,35","73,56",2,F,LE PEN,Marine,198,"18,45","26,44"
69,Rhône,01,1ère circonscription,123,Lyon,0513,1105,263,"23,8",842,"76,2",48,"4,34","5,7",14,"1,27","1,66",780,"70,59","92,64",1,M,MACRON,Emmanuel,611,"55,29","78,33",2,F,LE PEN,Marine,169,"15,29","21,67"
69,Rhône,01,1ère circonscription,123,Lyon,0514,1003,220,"21,93",783,"78,07",51,"5,08","6,51",9,"0,9","1,15",723,"72,08","92,34",1,M,MACRON,Emmanuel,574,"57,23","79,39",2,F,LE PEN,Marine,149,"14,86","20,61"
69,Rhône,01,1ère circonscription,123,Lyon,0515,1034,200,"19,34",834,"80,66",57,"5,51","6,83",12,"1,16","1,44",765,"73,98","91,73",1,M,MACRON,Emmanuel,597,"57,74","78,04",2,F,LE PEN,Marine,168,"16,25","21,96"
69,Rhône,01,1ère circonscription,123,Lyon,0516,1189,262,"22,04",927,"77,96",40,"3,36","4,31",8,"0,67","0,86",879,"73,93","94,82",1,M,MACRON,Emmanuel,727,"61,14","82,71",2,F,LE PEN,Marine,152,"12,78","17,29"
69,Rhône,01,1ère circonscription,123,Lyon,0517,742,241,"32,48",501,"67,52",26,"3,5","5,19",12,"1,62","2,4",463,"62,4","92,42",1,M,MACRON,Emmanuel,332,"44,74","71,71",2,F,LE PEN,Marine,131,"17,65","28,29"
69,Rhône,01,1ère circonscription,123,Lyon,0518,779,262,"33,63",517,"66,37",32,"4,11","6,19",10,"1,28","1,93",475,"60,98","91,88",1,M,MACRON,Emmanuel,281,"36,07","59,16",2,F,LE PEN,Marine,194,"24,9","40,84"
69,Rhône,01,1ère circonscription,123,Lyon,0519,962,184,"19,13",778,"80,87",37,"3,85","4,76",13,"1,35","1,67",728,"75,68","93,57",1,M,MACRON,Emmanuel,553,"57,48","75,96",2,F,LE PEN,Marine,175,"18,19","24,04"
69,Rhône,01,1ère circonscription,123,Lyon,0520,833,228,"27,37",605,"72,63",33,"3,96","5,45",8,"0,96","1,32",564,"67,71","93,22",1,M,MACRON,Emmanuel,372,"44,66","65,96",2,F,LE PEN,Marine,192,"23,05","34,04"
69,Rhône,01,1ère circonscription,123,Lyon,0521,777,309,"39,77",468,"60,23",19,"2,45","4,06",14,"1,8","2,99",435,"55,98","92,95",1,M,MACRON,Emmanuel,316,"40,67","72,64",2,F,LE PEN,Marine,119,"15,32","27,36"
69,Rhône,01,1ère circonscription,123,Lyon,0522,1020,275,"26,96",745,"73,04",26,"2,55","3,49",26,"2,55","3,49",693,"67,94","93,02",1,M,MACRON,Emmanuel,513,"50,29","74,03",2,F,LE PEN,Marine,180,"17,65","25,97"
69,Rhône,01,1ère circonscription,123,Lyon,0523,941,237,"25,19",704,"74,81",30,"3,19","4,26",19,"2,02","2,7",655,"69,61","93,04",1,M,MACRON,Emmanuel,477,"50,69","72,82",2,F,LE PEN,Marine,178,"18,92","27,18"
69,Rhône,01,1ère circonscription,123,Lyon,0524,894,182,"20,36",712,"79,64",38,"4,25","5,34",10,"1,12","1,4",664,"74,27","93,26",1,M,MACRON,Emmanuel,566,"63,31","85,24",2,F,LE PEN,Marine,98,"10,96","14,76"
69,Rhône,01,1ère circonscription,123,Lyon,0525,872,258,"29,59",614,"70,41",32,"3,67","5,21",8,"0,92","1,3",574,"65,83","93,49",1,M,MACRON,Emmanuel,443,"50,8","77,18",2,F,LE PEN,Marine,131,"15,02","22,82"
69,Rhône,01,1ère circonscription,123,Lyon,0526,1047,222,"21,2",825,"78,8",47,"4,49","5,7",9,"0,86","1,09",769,"73,45","93,21",1,M,MACRON,Emmanuel,653,"62,37","84,92",2,F,LE PEN,Marine,116,"11,08","15,08"
69,Rhône,01,1ère circonscription,123,Lyon,0527,1066,302,"28,33",764,"71,67",39,"3,66","5,1",14,"1,31","1,83",711,"66,7","93,06",1,M,MACRON,Emmanuel,558,"52,35","78,48",2,F,LE PEN,Marine,153,"14,35","21,52"
69,Rhône,01,1ère circonscription,123,Lyon,0528,1034,237,"22,92",797,"77,08",49,"4,74","6,15",7,"0,68","0,88",741,"71,66","92,97",1,M,MACRON,Emmanuel,597,"57,74","80,57",2,F,LE PEN,Marine,144,"13,93","19,43"
69,Rhône,01,1ère circonscription,123,Lyon,0529,977,231,"23,64",746,"76,36",25,"2,56","3,35",12,"1,23","1,61",709,"72,57","95,04",1,M,MACRON,Emmanuel,565,"57,83","79,69",2,F,LE PEN,Marine,144,"14,74","20,31"
69,Rhône,01,1ère circonscription,123,Lyon,0530,834,205,"24,58",629,"75,42",37,"4,44","5,88",8,"0,96","1,27",584,"70,02","92,85",1,M,MACRON,Emmanuel,477,"57,19","81,68",2,F,LE PEN,Marine,107,"12,83","18,32"
69,Rhône,01,1ère circonscription,123,Lyon,0531,828,185,"22,34",643,"77,66",31,"3,74","4,82",2,"0,24","0,31",610,"73,67","94,87",1,M,MACRON,Emmanuel,499,"60,27","81,8",2,F,LE PEN,Marine,111,"13,41","18,2"
69,Rhône,01,1ère circonscription,123,Lyon,0728,713,156,"21,88",557,"78,12",32,"4,49","5,75",7,"0,98","1,26",518,"72,65",93,1,M,MACRON,Emmanuel,381,"53,44","73,55",2,F,LE PEN,Marine,137,"19,21","26,45"
69,Rhône,01,1ère circonscription,123,Lyon,0729,1076,304,"28,25",772,"71,75",48,"4,46","6,22",17,"1,58","2,2",707,"65,71","91,58",1,M,MACRON,Emmanuel,539,"50,09","76,24",2,F,LE PEN,Marine,168,"15,61","23,76"
69,Rhône,01,1ère circonscription,123,Lyon,0730,955,299,"31,31",656,"68,69",43,"4,5","6,55",10,"1,05","1,52",603,"63,14","91,92",1,M,MACRON,Emmanuel,442,"46,28","73,3",2,F,LE PEN,Marine,161,"16,86","26,7"
69,Rhône,01,1ère circonscription,123,Lyon,0731,1095,288,"26,3",807,"73,7",47,"4,29","5,82",13,"1,19","1,61",747,"68,22","92,57",1,M,MACRON,Emmanuel,566,"51,69","75,77",2,F,LE PEN,Marine,181,"16,53","24,23"
69,Rhône,01,1ère circonscription,123,Lyon,0732,1173,329,"28,05",844,"71,95",61,"5,2","7,23",9,"0,77","1,07",774,"65,98","91,71",1,M,MACRON,Emmanuel,562,"47,91","72,61",2,F,LE PEN,Marine,212,"18,07","27,39"
69,Rhône,01,1ère circonscription,123,Lyon,0733,487,96,"19,71",391,"80,29",24,"4,93","6,14",1,"0,21","0,26",366,"75,15","93,61",1,M,MACRON,Emmanuel,285,"58,52","77,87",2,F,LE PEN,Marine,81,"16,63","22,13"
69,Rhône,01,1ère circonscription,123,Lyon,0734,654,133,"20,34",521,"79,66",25,"3,82","4,8",8,"1,22","1,54",488,"74,62","93,67",1,M,MACRON,Emmanuel,411,"62,84","84,22",2,F,LE PEN,Marine,77,"11,77","15,78"
69,Rhône,01,1ère circonscription,123,Lyon,0735,1072,337,"31,44",735,"68,56",43,"4,01","5,85",14,"1,31","1,9",678,"63,25","92,24",1,M,MACRON,Emmanuel,549,"51,21","80,97",2,F,LE PEN,Marine,129,"12,03","19,03"
69,Rhône,01,1ère circonscription,123,Lyon,0736,1099,339,"30,85",760,"69,15",52,"4,73","6,84",13,"1,18","1,71",695,"63,24","91,45",1,M,MACRON,Emmanuel,531,"48,32","76,4",2,F,LE PEN,Marine,164,"14,92","23,6"
69,Rhône,01,1ère circonscription,123,Lyon,0737,797,264,"33,12",533,"66,88",30,"3,76","5,63",14,"1,76","2,63",489,"61,36","91,74",1,M,MACRON,Emmanuel,353,"44,29","72,19",2,F,LE PEN,Marine,136,"17,06","27,81"
69,Rhône,01,1ère circonscription,123,Lyon,0738,1005,338,"33,63",667,"66,37",28,"2,79","4,2",14,"1,39","2,1",625,"62,19","93,7",1,M,MACRON,Emmanuel,473,"47,06","75,68",2,F,LE PEN,Marine,152,"15,12","24,32"
69,Rhône,01,1ère circonscription,123,Lyon,0739,817,207,"25,34",610,"74,66",46,"5,63","7,54",13,"1,59","2,13",551,"67,44","90,33",1,M,MACRON,Emmanuel,433,53,"78,58",2,F,LE PEN,Marine,118,"14,44","21,42"
69,Rhône,01,1ère circonscription,123,Lyon,0740,817,354,"43,33",463,"56,67",44,"5,39","9,5",13,"1,59","2,81",406,"49,69","87,69",1,M,MACRON,Emmanuel,279,"34,15","68,72",2,F,LE PEN,Marine,127,"15,54","31,28"
69,Rhône,01,1ère circonscription,123,Lyon,0741,1144,261,"22,81",883,"77,19",51,"4,46","5,78",9,"0,79","1,02",823,"71,94","93,2",1,M,MACRON,Emmanuel,662,"57,87","80,44",2,F,LE PEN,Marine,161,"14,07","19,56"
69,Rhône,01,1ère circonscription,123,Lyon,0742,1056,288,"27,27",768,"72,73",54,"5,11","7,03",13,"1,23","1,69",701,"66,38","91,28",1,M,MACRON,Emmanuel,570,"53,98","81,31",2,F,LE PEN,Marine,131,"12,41","18,69"
69,Rhône,01,1ère circonscription,123,Lyon,0743,1074,283,"26,35",791,"73,65",40,"3,72","5,06",9,"0,84","1,14",742,"69,09","93,81",1,M,MACRON,Emmanuel,595,"55,4","80,19",2,F,LE PEN,Marine,147,"13,69","19,81"
69,Rhône,01,1ère circonscription,123,Lyon,0744,1186,270,"22,77",916,"77,23",40,"3,37","4,37",20,"1,69","2,18",856,"72,18","93,45",1,M,MACRON,Emmanuel,671,"56,58","78,39",2,F,LE PEN,Marine,185,"15,6","21,61"
69,Rhône,01,1ère circonscription,123,Lyon,0745,851,233,"27,38",618,"72,62",37,"4,35","5,99",10,"1,18","1,62",571,"67,1","92,39",1,M,MACRON,Emmanuel,469,"55,11","82,14",2,F,LE PEN,Marine,102,"11,99","17,86"
69,Rhône,01,1ère circonscription,123,Lyon,0835,981,333,"33,94",648,"66,06",34,"3,47","5,25",5,"0,51","0,77",609,"62,08","93,98",1,M,MACRON,Emmanuel,454,"46,28","74,55",2,F,LE PEN,Marine,155,"15,8","25,45"
69,Rhône,01,1ère circonscription,123,Lyon,0836,1265,318,"25,14",947,"74,86",49,"3,87","5,17",14,"1,11","1,48",884,"69,88","93,35",1,M,MACRON,Emmanuel,701,"55,42","79,3",2,F,LE PEN,Marine,183,"14,47","20,7"
69,Rhône,01,1ère circonscription,123,Lyon,0837,1155,238,"20,61",917,"79,39",61,"5,28","6,65",15,"1,3","1,64",841,"72,81","91,71",1,M,MACRON,Emmanuel,666,"57,66","79,19",2,F,LE PEN,Marine,175,"15,15","20,81"
69,Rhône,01,1ère circonscription,123,Lyon,0838,942,282,"29,94",660,"70,06",42,"4,46","6,36",16,"1,7","2,42",602,"63,91","91,21",1,M,MACRON,Emmanuel,469,"49,79","77,91",2,F,LE PEN,Marine,133,"14,12","22,09"
69,Rhône,01,1ère circonscription,123,Lyon,0839,1131,361,"31,92",770,"68,08",52,"4,6","6,75",11,"0,97","1,43",707,"62,51","91,82",1,M,MACRON,Emmanuel,515,"45,53","72,84",2,F,LE PEN,Marine,192,"16,98","27,16"
69,Rhône,01,1ère circonscription,123,Lyon,0840,1233,369,"29,93",864,"70,07",63,"5,11","7,29",16,"1,3","1,85",785,"63,67","90,86",1,M,MACRON,Emmanuel,601,"48,74","76,56",2,F,LE PEN,Marine,184,"14,92","23,44"
69,Rhône,01,1ère circonscription,123,Lyon,0841,990,277,"27,98",713,"72,02",43,"4,34","6,03",15,"1,52","2,1",655,"66,16","91,87",1,M,MACRON,Emmanuel,510,"51,52","77,86",2,F,LE PEN,Marine,145,"14,65","22,14"
69,Rhône,01,1ère circonscription,123,Lyon,0842,845,293,"34,67",552,"65,33",43,"5,09","7,79",11,"1,3","1,99",498,"58,93","90,22",1,M,MACRON,Emmanuel,351,"41,54","70,48",2,F,LE PEN,Marine,147,"17,4","29,52"
69,Rhône,01,1ère circonscription,123,Lyon,0901,1132,343,"30,3",789,"69,7",54,"4,77","6,84",20,"1,77","2,53",715,"63,16","90,62",1,M,MACRON,Emmanuel,571,"50,44","79,86",2,F,LE PEN,Marine,144,"12,72","20,14"
69,Rhône,01,1ère circonscription,123,Lyon,0902,838,245,"29,24",593,"70,76",40,"4,77","6,75",17,"2,03","2,87",536,"63,96","90,39",1,M,MACRON,Emmanuel,437,"52,15","81,53",2,F,LE PEN,Marine,99,"11,81","18,47"
69,Rhône,01,1ère circonscription,123,Lyon,0903,1213,301,"24,81",912,"75,19",43,"3,54","4,71",11,"0,91","1,21",858,"70,73","94,08",1,M,MACRON,Emmanuel,735,"60,59","85,66",2,F,LE PEN,Marine,123,"10,14","14,34"
69,Rhône,01,1ère circonscription,123,Lyon,0904,1219,244,"20,02",975,"79,98",68,"5,58","6,97",5,"0,41","0,51",902,74,"92,51",1,M,MACRON,Emmanuel,754,"61,85","83,59",2,F,LE PEN,Marine,148,"12,14","16,41"
69,Rhône,01,1ère circonscription,123,Lyon,0905,753,202,"26,83",551,"73,17",27,"3,59","4,9",6,"0,8","1,09",518,"68,79","94,01",1,M,MACRON,Emmanuel,427,"56,71","82,43",2,F,LE PEN,Marine,91,"12,08","17,57"
69,Rhône,01,1ère circonscription,123,Lyon,0906,989,357,"36,1",632,"63,9",36,"3,64","5,7",11,"1,11","1,74",585,"59,15","92,56",1,M,MACRON,Emmanuel,414,"41,86","70,77",2,F,LE PEN,Marine,171,"17,29","29,23"
69,Rhône,01,1ère circonscription,123,Lyon,0907,880,231,"26,25",649,"73,75",31,"3,52","4,78",10,"1,14","1,54",608,"69,09","93,68",1,M,MACRON,Emmanuel,478,"54,32","78,62",2,F,LE PEN,Marine,130,"14,77","21,38"
69,Rhône,01,1ère circonscription,123,Lyon,0908,815,290,"35,58",525,"64,42",40,"4,91","7,62",14,"1,72","2,67",471,"57,79","89,71",1,M,MACRON,Emmanuel,371,"45,52","78,77",2,F,LE PEN,Marine,100,"12,27","21,23"
69,Rhône,01,1ère circonscription,123,Lyon,0909,874,222,"25,4",652,"74,6",41,"4,69","6,29",10,"1,14","1,53",601,"68,76","92,18",1,M,MACRON,Emmanuel,427,"48,86","71,05",2,F,LE PEN,Marine,174,"19,91","28,95"
69,Rhône,01,1ère circonscription,123,Lyon,0910,748,168,"22,46",580,"77,54",30,"4,01","5,17",12,"1,6","2,07",538,"71,93","92,76",1,M,MACRON,Emmanuel,390,"52,14","72,49",2,F,LE PEN,Marine,148,"19,79","27,51"
69,Rhône,01,1ère circonscription,123,Lyon,0911,803,198,"24,66",605,"75,34",37,"4,61","6,12",11,"1,37","1,82",557,"69,36","92,07",1,M,MACRON,Emmanuel,462,"57,53","82,94",2,F,LE PEN,Marine,95,"11,83","17,06"
69,Rhône,02,2ème circonscription,123,Lyon,0101,724,162,"22,38",562,"77,62",39,"5,39","6,94",11,"1,52","1,96",512,"70,72","91,1",1,M,MACRON,Emmanuel,443,"61,19","86,52",2,F,LE PEN,Marine,69,"9,53","13,48"
69,Rhône,02,2ème circonscription,123,Lyon,0102,839,190,"22,65",649,"77,35",35,"4,17","5,39",14,"1,67","2,16",600,"71,51","92,45",1,M,MACRON,Emmanuel,525,"62,57","87,5",2,F,LE PEN,Marine,75,"8,94","12,5"
69,Rhône,02,2ème circonscription,123,Lyon,0103,1230,298,"24,23",932,"75,77",77,"6,26","8,26",13,"1,06","1,39",842,"68,46","90,34",1,M,MACRON,Emmanuel,745,"60,57","88,48",2,F,LE PEN,Marine,97,"7,89","11,52"
69,Rhône,02,2ème circonscription,123,Lyon,0104,1206,285,"23,63",921,"76,37",47,"3,9","5,1",13,"1,08","1,41",861,"71,39","93,49",1,M,MACRON,Emmanuel,696,"57,71","80,84",2,F,LE PEN,Marine,165,"13,68","19,16"
69,Rhône,02,2ème circonscription,123,Lyon,0105,1081,236,"21,83",845,"78,17",48,"4,44","5,68",14,"1,3","1,66",783,"72,43","92,66",1,M,MACRON,Emmanuel,706,"65,31","90,17",2,F,LE PEN,Marine,77,"7,12","9,83"
69,Rhône,02,2ème circonscription,123,Lyon,0106,1151,239,"20,76",912,"79,24",65,"5,65","7,13",12,"1,04","1,32",835,"72,55","91,56",1,M,MACRON,Emmanuel,731,"63,51","87,54",2,F,LE PEN,Marine,104,"9,04","12,46"
69,Rhône,02,2ème circonscription,123,Lyon,0107,1272,321,"25,24",951,"74,76",52,"4,09","5,47",11,"0,86","1,16",888,"69,81","93,38",1,M,MACRON,Emmanuel,787,"61,87","88,63",2,F,LE PEN,Marine,101,"7,94","11,37"
69,Rhône,02,2ème circonscription,123,Lyon,0108,671,180,"26,83",491,"73,17",37,"5,51","7,54",11,"1,64","2,24",443,"66,02","90,22",1,M,MACRON,Emmanuel,411,"61,25","92,78",2,F,LE PEN,Marine,32,"4,77","7,22"
69,Rhône,02,2ème circonscription,123,Lyon,0109,980,265,"27,04",715,"72,96",40,"4,08","5,59",14,"1,43","1,96",661,"67,45","92,45",1,M,MACRON,Emmanuel,589,"60,1","89,11",2,F,LE PEN,Marine,72,"7,35","10,89"
69,Rhône,02,2ème circonscription,123,Lyon,0110,1201,289,"24,06",912,"75,94",44,"3,66","4,82",12,1,"1,32",856,"71,27","93,86",1,M,MACRON,Emmanuel,749,"62,36","87,5",2,F,LE PEN,Marine,107,"8,91","12,5"
69,Rhône,02,2ème circonscription,123,Lyon,0111,1410,319,"22,62",1091,"77,38",57,"4,04","5,22",8,"0,57","0,73",1026,"72,77","94,04",1,M,MACRON,Emmanuel,869,"61,63","84,7",2,F,LE PEN,Marine,157,"11,13","15,3"
69,Rhône,02,2ème circonscription,123,Lyon,0112,1114,270,"24,24",844,"75,76",45,"4,04","5,33",8,"0,72","0,95",791,"71,01","93,72",1,M,MACRON,Emmanuel,661,"59,34","83,57",2,F,LE PEN,Marine,130,"11,67","16,43"
69,Rhône,02,2ème circonscription,123,Lyon,0113,965,200,"20,73",765,"79,27",46,"4,77","6,01",8,"0,83","1,05",711,"73,68","92,94",1,M,MACRON,Emmanuel,609,"63,11","85,65",2,F,LE PEN,Marine,102,"10,57","14,35"
69,Rhône,02,2ème circonscription,123,Lyon,0114,1335,267,20,1068,80,69,"5,17","6,46",11,"0,82","1,03",988,"74,01","92,51",1,M,MACRON,Emmanuel,856,"64,12","86,64",2,F,LE PEN,Marine,132,"9,89","13,36"
69,Rhône,02,2ème circonscription,123,Lyon,0115,1018,252,"24,75",766,"75,25",50,"4,91","6,53",14,"1,38","1,83",702,"68,96","91,64",1,M,MACRON,Emmanuel,629,"61,79","89,6",2,F,LE PEN,Marine,73,"7,17","10,4"
69,Rhône,02,2ème circonscription,123,Lyon,0116,769,245,"31,86",524,"68,14",44,"5,72","8,4",8,"1,04","1,53",472,"61,38","90,08",1,M,MACRON,Emmanuel,423,"55,01","89,62",2,F,LE PEN,Marine,49,"6,37","10,38"
69,Rhône,02,2ème circonscription,123,Lyon,0117,997,266,"26,68",731,"73,32",46,"4,61","6,29",15,"1,5","2,05",670,"67,2","91,66",1,M,MACRON,Emmanuel,599,"60,08","89,4",2,F,LE PEN,Marine,71,"7,12","10,6"
69,Rhône,02,2ème circonscription,123,Lyon,0201,802,123,"15,34",679,"84,66",28,"3,49","4,12",13,"1,62","1,91",638,"79,55","93,96",1,M,MACRON,Emmanuel,495,"61,72","77,59",2,F,LE PEN,Marine,143,"17,83","22,41"
69,Rhône,02,2ème circonscription,123,Lyon,0202,758,149,"19,66",609,"80,34",26,"3,43","4,27",2,"0,26","0,33",581,"76,65","95,4",1,M,MACRON,Emmanuel,460,"60,69","79,17",2,F,LE PEN,Marine,121,"15,96","20,83"
69,Rhône,02,2ème circonscription,123,Lyon,0203,1051,185,"17,6",866,"82,4",56,"5,33","6,47",11,"1,05","1,27",799,"76,02","92,26",1,M,MACRON,Emmanuel,596,"56,71","74,59",2,F,LE PEN,Marine,203,"19,31","25,41"
69,Rhône,02,2ème circonscription,123,Lyon,0204,990,181,"18,28",809,"81,72",49,"4,95","6,06",7,"0,71","0,87",753,"76,06","93,08",1,M,MACRON,Emmanuel,601,"60,71","79,81",2,F,LE PEN,Marine,152,"15,35","20,19"
69,Rhône,02,2ème circonscription,123,Lyon,0205,799,136,"17,02",663,"82,98",28,"3,5","4,22",11,"1,38","1,66",624,"78,1","94,12",1,M,MACRON,Emmanuel,470,"58,82","75,32",2,F,LE PEN,Marine,154,"19,27","24,68"
69,Rhône,02,2ème circonscription,123,Lyon,0206,689,105,"15,24",584,"84,76",31,"4,5","5,31",3,"0,44","0,51",550,"79,83","94,18",1,M,MACRON,Emmanuel,433,"62,84","78,73",2,F,LE PEN,Marine,117,"16,98","21,27"
69,Rhône,02,2ème circonscription,123,Lyon,0207,1038,163,"15,7",875,"84,3",58,"5,59","6,63",10,"0,96","1,14",807,"77,75","92,23",1,M,MACRON,Emmanuel,644,"62,04","79,8",2,F,LE PEN,Marine,163,"15,7","20,2"
69,Rhône,02,2ème circonscription,123,Lyon,0208,926,158,"17,06",768,"82,94",44,"4,75","5,73",14,"1,51","1,82",710,"76,67","92,45",1,M,MACRON,Emmanuel,558,"60,26","78,59",2,F,LE PEN,Marine,152,"16,41","21,41"
69,Rhône,02,2ème circonscription,123,Lyon,0209,910,180,"19,78",730,"80,22",44,"4,84","6,03",5,"0,55","0,68",681,"74,84","93,29",1,M,MACRON,Emmanuel,519,"57,03","76,21",2,F,LE PEN,Marine,162,"17,8","23,79"
